Video Title,Published Date,Views,Likes,Comments
"Android app quality, Kotlin Symbol Processing, TensorFlow 3D, and more!",2021-02-18T22:20:35Z,9260,244,8
2021 Solution Challenge: Best practices,2021-02-18T17:03:17Z,4611,124,7
Why Wondershop chose a .page domain name,2021-02-16T17:02:14Z,1554,37,3
Why NXSTEP chose a .app domain name,2021-02-16T17:01:54Z,846,18,0
Why Perch chose a .app domain name,2021-02-16T17:01:25Z,819,16,0
Why the Afro Hair Matters emoji campaign chose a .page domain name,2021-02-16T17:01:04Z,810,14,1
Why Floward chose a .app domain name,2021-02-16T17:00:40Z,1205,24,2
Why Mmhmm chose a .app domain name?,2021-02-16T17:00:14Z,1631,22,2
"Teach Android development, Cloud Firestore for Games, TensorFlow Everywhere, and more!",2021-02-11T22:10:00Z,10794,282,9
"Android Auto apps update, WorkManager 2.5.0, Bazel 4.0, Firebase Experimental Extensions, and more!",2021-02-04T22:11:42Z,8383,196,9
2021 Solution Challenge: Taking a project from idea to launch,2021-02-03T17:02:11Z,2368,64,2
2021 Solution Challenge: Kickoff,2021-01-27T21:00:02Z,3965,110,6
How to build and deploy a demand forecasting solution with BigQuery ML,2021-01-27T17:05:38Z,17077,322,6
"New in Chrome 88, DevTools latest, Google Research update, and more!",2021-01-21T22:00:36Z,11908,301,13
"DSC 2021 Solution Challenge, Ruby on Cloud Functions, Registry API, and more!",2021-01-14T22:02:11Z,8120,222,10
Google Developer Student Clubs 2021 Solution Challenge,2021-01-12T16:31:17Z,13609,276,10
2021 Solution Challenge: Example project,2021-01-11T21:38:31Z,9587,227,9
Brainstorming ideas for the 2021 Solution Challenge,2021-01-11T21:32:35Z,6960,131,7
Intro to the 2021 Solution Challenge,2021-01-11T21:31:18Z,11905,251,10
Smart Home app discovery and deep linking,2021-01-08T17:10:36Z,31781,181,11
"Android for cars update, Monitoring Query Language, TensorFlow 2.4, and more!",2021-01-07T22:00:02Z,7562,177,8
"Chrome Dev Summit 2020, Entity Extraction in MLKit, new Apps Script IDE, and much more!",2020-12-17T22:13:08Z,12805,266,19
"Dart null safety beta, Android Studio Arctic Fox, Dataform joins Google Cloud, and more!",2020-12-10T22:31:46Z,10180,269,9
"Android Neural Networks API 1.3, Bazel 4.0, Go turns 11, and much more!",2020-11-19T22:05:11Z,15966,338,17
"Bridging traditional ""onprem"" game development with cloud workflows",2020-11-16T17:01:38Z,1557,56,1
Creating prosocial games,2020-11-16T17:01:28Z,1740,52,2
An introduction to Stadia Games and Entertainment,2020-11-16T17:01:15Z,2373,80,4
Year in the life of a Stadia game developer,2020-11-16T17:01:02Z,3907,154,6
Integrating DEI into the game development process,2020-11-16T17:00:48Z,1462,22,2
What is Stadia Makers?,2020-11-16T17:00:21Z,8973,277,42
"Firebase Authentication update, Cloud SQL database adds PostgreSQL 13, and more!",2020-11-12T22:04:16Z,10169,248,13
How a GDE is using ML to understand the deaf community in India,2020-11-11T17:00:08Z,16298,676,36
"Firebase Summit product updates, Firebase Crashlytics SDK upgrade, Cloud Shell Editor, and more!",2020-11-05T22:11:30Z,7292,181,6
Opportunities and next steps (Assistant on Air - Games season),2020-10-30T16:00:02Z,3706,87,6
"Android Studio 4.1, Android for Cars App library, New in Chrome 86, and more!",2020-10-22T21:02:11Z,9091,352,13
"Firebase Hosting update, Google Assistant Developer Day, Google Cloud buildpacks, and more!",2020-10-15T21:00:19Z,7110,235,7
DevFest 2020 Keynote with Jason Titus,2020-10-15T10:00:21Z,12066,219,7
Google Assistant Developer Day Highlights,2020-10-13T16:04:22Z,8996,241,13
"DevFest 2020, Introducing Learn, Flutter 1.22, and much more!",2020-10-08T23:00:09Z,14855,503,9
Google Assistant Developer Day Session 5: Fireside chat with the Google Assistant DevRel team,2020-10-08T19:04:42Z,1327,15,1
Google Assistant Developer Day Session 2: App Actions discovery,2020-10-08T19:02:20Z,2126,30,1
Google Assistant Developer Day Session 1: Connect your Android app to Google Assistant,2020-10-08T19:01:44Z,5714,71,7
Google Assistant Developer Day 2020 Keynote,2020-10-08T19:00:15Z,12304,234,15
Welcome to Google Assistant Developer Day 2020,2020-10-08T18:59:02Z,4710,75,7
"New Google Play Console, Google Nest Device Access Console, Flutter Windows Alpha, and more!",2020-10-01T21:04:51Z,9506,257,16
My GDE journey - Akshay Bahadur,2020-09-30T23:00:02Z,6443,288,30
"Texture compression format targeting, Cloud SQL serverless exports, TF Lite for NLP update, & more!",2020-09-24T21:00:10Z,8947,179,8
"Android GPU Inspector, Angular localization with Ivy, TensorFlow Lite Task Library, and more!",2020-09-17T21:09:03Z,10634,209,11
Solution Challenge Demo Day 2020 closing comments,2020-09-14T16:52:23Z,1268,28,3
Solution Challenge Demo Day 2020 Project: CoronAI,2020-09-14T16:48:11Z,2401,61,1
Solution Challenge Demo Day 2020 Project: FreeSpeak,2020-09-14T16:45:02Z,4852,105,3
Solution Challenge Demo Day 2020 Project: Emergency Response Assistance,2020-09-14T16:42:16Z,1253,25,0
Solution Challenge Demo Day 2020 Project: MiCamp,2020-09-14T16:39:16Z,2686,73,2
Solution Challenge Demo Day 2020 Project: Worthy Walk,2020-09-14T16:36:06Z,1793,26,0
Solution Challenge Demo Day 2020 trivia,2020-09-14T16:33:39Z,522,3,0
Solution Challenge Demo Day 2020 Project: Shareapy,2020-09-14T16:29:55Z,2044,40,0
Solution Challenge Demo Day 2020 Project: Capstone,2020-09-14T16:26:51Z,1163,11,0
Solution Challenge Demo Day 2020 Project: Tulibot,2020-09-14T16:24:04Z,3718,81,1
Solution Challenge Demo Day 2020 Project: Picare,2020-09-14T16:20:42Z,1897,28,0
Solution Challenge Demo Day 2020 Project: Simhae,2020-09-14T16:17:02Z,2569,35,2
Solution Challenge Demo Day 2020 Keynote with Vint Cerf,2020-09-14T16:13:22Z,647,19,1
Welcome to the Demo Day with Jason Titus,2020-09-14T16:07:33Z,1171,19,0
Introduction to Developer Student Clubs 2020 Solution Challenge Demo Day,2020-09-14T16:01:15Z,4922,43,0
"Android 11 for developers, Jetpack DataStore, Google Cloud API Gateway, and more!",2020-09-10T21:32:58Z,9895,299,10
Announcing Google Assistant Developer Day 2020,2020-09-10T17:00:06Z,18981,388,20
Host safer conversations with Perspective API,2020-09-08T16:28:07Z,14291,203,30
"Instant Motion Tracking with MediaPipe, MySQL 8, ML Kit Pose Detection, and more!",2020-09-03T21:00:13Z,15651,328,10
"Kotlin 1.4, Firebase Hosting updates, Google Cloud Game Servers, and more!",2020-08-27T21:00:17Z,30505,320,7
Developer Student Clubs 2020 Solution Challenge Demo Day,2020-08-26T17:23:48Z,38072,1380,18
"Android Beyond Phones, chromeos.dev, Go 1.15, and more!",2020-08-20T21:04:16Z,9528,352,32
Join us for the Developer Student Clubs 2020 Solution Challenge!,2020-08-18T16:01:15Z,9665,267,6
"Android 11 final Beta update, Flutter 1.20, Google Cloud Security Showcase, and much more!",2020-08-13T21:05:58Z,15921,524,25
"Motion Editor, Private Service Connect, TensorFlow 2.3, and more!",2020-08-06T21:00:09Z,12243,335,7
"Android Jetpack ActivityResult, Recommendations AI, Hilt and Dagger annotations cheat sheet",2020-07-30T21:00:26Z,9282,241,10
"Learn Android and Kotlin with no programming experience, Paging 3, Bazel 3.4, & more!",2020-07-23T21:00:42Z,24398,664,32
"Android 11 Beta 2, Google Pay plugin for Magento 2, Cloud Next ‘20 OnAir, & more!",2020-07-16T21:25:22Z,11180,292,17
Inspiring moments | North America Experts Summit 2019,2020-07-10T16:00:19Z,1756,29,2
"Android 11 compatibility, SHED types and traits, Google Cloud VMWare Engine, & more!",2020-07-09T21:02:03Z,8623,187,9
"New privacy and security features in Android 11, AI Adoption Framework, new Flutter tools, & more!",2020-07-02T21:00:06Z,12648,357,28
Enhanced Smart Home analytics,2020-07-01T16:08:38Z,9706,126,7
"Android Conversation Shortcut API, ML Kit standalone SDK, Google Pay button for React, & more!",2020-06-25T21:00:17Z,10215,215,11
AR Realism with the ARCore Depth API,2020-06-25T13:00:30Z,23230,532,63
Build a sarcasm classifier using NLP and TensorFlow | Machine Learning Foundations,2020-06-24T16:00:00Z,30121,708,62
Natural Language Processing: Using sequencing APIs in TensorFlow | Machine Learning Foundations,2020-06-20T16:00:10Z,19540,375,26
"Android 11 Beta, Google Play Asset Delivery, Firebase Crashlytics SDK, & much more!",2020-06-18T21:00:25Z,44293,291,14
Machine Learning Foundations: Ep #8 - Tokenization for Natural Language Processing,2020-06-16T19:15:02Z,27921,552,33
"Announcing Firebase Live, Flutter Day, Java 11 on Google Cloud Functions, & more!",2020-05-28T21:00:03Z,30423,542,25
Machine Learning Foundations: Ep #7 - Image augmentation and overfitting,2020-05-27T16:00:13Z,32457,718,49
Machine Learning Foundations: Ep #6 - Convolutional cats and dogs,2020-05-23T16:00:33Z,31216,466,53
"Adobe XD support for Flutter, Architecture Framework, temporary closures with Places API, & more!",2020-05-21T21:00:17Z,26904,896,28
Real-world image classification using convolutional neural networks | Machine Learning Foundations,2020-05-20T16:00:00Z,34202,614,83
Google Developers ML Summit,2020-05-18T16:27:08Z,3246,60,1
Machine Learning Foundations: Ep #4 - Coding with Convolutional Neural Networks,2020-05-16T16:00:26Z,40988,664,62
"Android 11 Beta plans, Flutter 1.17, Dart 2.8, & much more!",2020-05-14T21:00:25Z,22103,679,21
Machine Learning Foundations: Ep #3 - Convolutions and pooling,2020-05-13T16:01:06Z,51296,948,66
Computer vision by building a neural network with TensorFlow | Machine Learning Foundations,2020-05-09T16:00:28Z,81283,1457,129
"Flutter web support updates, BigQuery materialized views, Cloud Spanner emulator, & more!",2020-05-07T21:01:29Z,16126,400,12
Machine Learning Foundations: Ep #1 - What is ML?,2020-05-06T16:00:26Z,211522,4762,309
"Android 11 Dev Preview 3, Google Fonts for Flutter, Shielded VM, & more!",2020-04-30T21:00:02Z,12922,344,19
Offline handling for Smart Home (Assistant for Developers Pro Tips),2020-04-28T15:00:18Z,14898,121,8
"WebView DevTools, Kotlin meets gRPC, Flutter CodePen support, & more! (Episode 200)",2020-04-23T21:57:25Z,17158,430,19
"Contact Center AI, Android Studio 4.1 Canary 5, TensorFlow QAT API, & more!",2020-04-16T21:00:39Z,9526,329,11
How to use error logs (Assistant for Developers Pro Tips),2020-04-14T15:00:22Z,6570,105,9
"Google Play updates, Bazel 3.0, Business Console for Google Pay, & more!",2020-04-09T21:00:37Z,28489,249,8
Test suite for Smart Home (Assistant for Developers Pro Tips),2020-04-07T15:00:13Z,9966,107,5
"Firebase Kotlin Extensions, ARM apps on the Android Emulator, Angular v9.1, & more!",2020-04-02T21:00:11Z,8040,243,9
Become A Developer Student Club Lead,2020-04-02T15:00:25Z,27470,530,12
Building simpler payment experiences | Google Pay Plugin for Magento 2,2020-04-01T22:35:06Z,14332,221,12
Developer Student Clubs 2019 Turkey Leads Summit,2020-03-31T16:19:43Z,2669,64,0
Top 5 from the TensorFlow Dev Summit 2020,2020-03-27T16:00:20Z,6646,190,8
"TensorFlow Dev Summit ‘20, Google for Games Dev Summit, Cloud AI Platform Pipelines, & much more!",2020-03-26T22:32:51Z,6655,219,7
[DEPRECATING]  User engagement for the Google Assistant,2020-03-25T21:02:27Z,12473,170,7
Live Captioning in Google Slides,2020-03-25T16:00:30Z,7614,232,11
Bringing Destiny to Stadia: A postmortem (Google Games Dev Summit),2020-03-23T17:00:12Z,16061,512,58
Supercharging discoverability with Stadia (Google Games Dev Summit),2020-03-23T17:00:11Z,2244,34,1
Stadia Games & Entertainment presents: Creating for content creators (Google Games Dev Summit),2020-03-23T17:00:11Z,3212,89,6
Stadia Games & Entertainment presents: Keys to a great game pitch (Google Games Dev Summit),2020-03-23T17:00:10Z,2249,56,6
Empowering game developers with Stadia R&D (Google Games Dev Summit),2020-03-23T17:00:10Z,15264,409,30
Google for Games Developer Summit Keynote,2020-03-23T16:00:11Z,84466,798,28
Inspecting Home Graph (Assistant for Developers Pro Tips),2020-03-18T22:00:09Z,8330,116,8
"Google for Games Developer Summit: A free, digital experience for game developers",2020-03-16T21:02:28Z,1299785,354,11
"Android Platform Codelab, Bazel 2.2, Maps Android Utility Library v1.0, & more!",2020-03-12T21:54:58Z,11789,384,6
Why NimbleDroid chose a .app domain name,2020-03-12T19:00:07Z,1615,19,2
3 website-building tips from .dev creators,2020-03-11T23:52:15Z,3164,48,2
Why the Flutter team switched from .io to a .dev domain name,2020-03-09T21:22:28Z,6708,162,10
[DEPRECATING]  Importance of community (Assistant on Air),2020-03-09T20:07:39Z,4115,98,7
"Android Studio 3.6, Android 11 Developer Preview, Kubeflow 1.0, & more!",2020-03-05T22:16:18Z,11876,353,16
Machine Learning Bootcamp Jakarta 2019,2020-03-04T17:38:06Z,5533,60,4
Why Podcast.app chose a .app domain name,2020-02-21T17:27:56Z,12377,177,9
"Detecting memory bugs with HWASan, Bazel 2.1, Next ‘20 session guide, & more!",2020-02-20T22:11:45Z,10405,256,10
[DEPRECATING] Introducing a new series (Assistant for Developers Pro Tips),2020-02-18T20:43:50Z,9642,250,6
"Version 9 of Angular, Glass Enterprise Edition 2, path to DX deprecation, & more!",2020-02-13T22:11:48Z,10816,310,9
"Courage to care, solve and share - Sunnyvale DSC Summit ‘19",2020-02-11T23:00:17Z,1212,38,1
The art of negotiation - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:15Z,469,10,1
Firebase - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:10Z,462,11,1
Cloud Hero - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:10Z,457,2,0
Panel discussion  - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:10Z,668,6,0
Starting your career in the Cloud - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:08Z,517,8,0
The Solution Challenge  - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:08Z,960,28,2
How Google is working with students - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:07Z,556,16,2
Developer Journey - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:03Z,332,5,0
Intro and agenda - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:03Z,538,6,1
Challenges of starting your club - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:02Z,926,35,1
Google Cloud Machine Learning APIs  - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:02Z,657,9,0
"Communication, presentation, skills, and adaptability  - Sunnyvale DSC Summit ‘19",2020-02-11T23:00:01Z,648,10,0
Succession  - Sunnyvale DSC Summit ‘19,2020-02-11T23:00:01Z,198,3,1
Developer Student Clubs US Leads Summit 2019,2020-02-11T23:00:00Z,4842,99,4
DSC Solution Challenge: Designing the technology,2020-02-11T15:37:10Z,9044,325,5
Google Developers has reached 2M subscribers!,2020-02-10T17:00:09Z,28310,492,47
"Game Developers Conference, Android Flash Tool, run Windows Server containers on GKE, & more!",2020-02-06T22:57:12Z,8840,292,4
DSC Solution Challenge: Designing the interface,2020-02-05T18:00:10Z,9692,279,9
DSC Solution Challenge: How to identify a solution,2020-01-31T22:00:04Z,11583,301,2
"Auto-translate Firebase messages, Google Cloud’s Secret Manager, & more!",2020-01-30T22:00:28Z,13672,265,10
Why Concepts.app switched from a .com domain name to .app,2020-01-30T14:00:04Z,11411,224,14
How to self-certify Smart Home Actions for the Google Assistant,2020-01-28T18:00:00Z,16242,172,7
"Moving forward from Chrome Apps, BazelCon ‘19, Google Cloud Premium Support",2020-01-23T22:01:51Z,20233,268,17
DSC Solution Challenge: How to identify a problem,2020-01-17T16:00:00Z,21844,739,12
"Indie Games Festival, Google Cloud Next ‘20 registration, android-browser-helper, & more!",2020-01-16T22:00:38Z,11612,292,8
Why Grasshopper chose a .app domain name,2020-01-15T17:06:27Z,15143,394,13
"New Coral products for 2020, Project Connected Home over IP, & more!",2020-01-09T22:32:56Z,14499,391,10
Developer Student Clubs Solution Challenge 2020,2020-01-06T18:00:49Z,20699,421,21
2019 year in review - The Developer Show,2019-12-30T20:00:02Z,15498,455,22
My Google Developer Expert journey,2019-12-23T19:18:43Z,14410,298,17
"Flutter 1.12, Dart 2.7, Android 10, & much more!",2019-12-19T22:34:57Z,43548,1022,36
Introduction to Local Home SDK,2019-12-19T00:07:44Z,38595,408,14
Developer Student Club in Indonesia creates flood alert app,2019-12-13T19:21:37Z,18319,511,33
"Android Game SDK, ARCore Depth API, Google Summer of Code 2020, & more!",2019-12-12T22:00:02Z,18921,581,19
Flutter Interact 2019 Top 5 Recap,2019-12-12T00:05:22Z,725861,908,24
Blending realities with the ARCore Depth API - Deep Dive,2019-12-09T17:00:32Z,245745,6198,299
"Mendel Linux 4.0, Advanced Android with Kotlin, Stackdriver Logging, & more!",2019-12-05T22:57:13Z,10334,305,10
Don’t miss #AskFlutter live at Flutter Interact ‘19!,2019-11-28T00:04:23Z,61067,247,80
Developer Student Clubs 2019 India Leads Summit,2019-11-27T16:00:00Z,21622,734,17
Sizzle - GDE Summit 2019,2019-11-26T00:09:59Z,6891,181,5
Closing remarks - Pittsburgh ML Summit ‘19,2019-11-23T00:49:58Z,632,14,0
Panel discussion - Pittsburgh ML Summit ‘19,2019-11-23T00:48:00Z,586,6,0
Vizier: Black-box optimization and AutoML - Pittsburgh ML Summit ‘19,2019-11-23T00:45:03Z,3732,79,0
Convolutional neural networks with Swift - Pittsburgh ML Summit ‘19,2019-11-23T00:42:55Z,1541,16,0
Serverless & AI/ML - Pittsburgh ML Summit ‘19,2019-11-23T00:40:18Z,560,8,0
Inclusive AI - Pittsburgh ML Summit ‘19,2019-11-23T00:37:47Z,704,10,0
The future of Mobile Learning - Pittsburgh ML Summit ‘19,2019-11-23T00:35:27Z,1355,16,1
Neural Query Language - Pittsburgh ML Summit ‘19,2019-11-23T00:32:52Z,337,8,1
Code-Free probing of Machine Learning models - Pittsburgh ML Summit ‘19,2019-11-23T00:28:45Z,956,17,0
Art + AI - Pittsburgh ML Summit ‘19,2019-11-23T00:25:26Z,667,11,0
Reinforcement Learning with TensorFlow and Unity - Pittsburgh ML Summit ‘19,2019-11-23T00:20:04Z,5825,117,3
Conversation AI - Pittsburgh ML Summit ‘19,2019-11-23T00:14:14Z,586,14,0
Welcome from Google Developers - Pittsburgh ML Summit ‘19,2019-11-23T00:11:29Z,4479,94,3
